fecha	cierre
27/02/2012	12.878
24/02/2012	12.9085
23/02/2012	12.8607
22/02/2012	12.8282
21/02/2012	12.759
20/02/2012	12.71
17/02/2012	12.7955
16/02/2012	12.8299
15/02/2012	12.8107
14/02/2012	12.8111
13/02/2012	12.6898
10/02/2012	12.825
09/02/2012	12.6939
08/02/2012	12.724
07/02/2012	12.6694
03/02/2012	12.6775
02/02/2012	12.8189
01/02/2012	12.8928
31/01/2012	13.0278
30/01/2012	12.989
27/01/2012	12.9656
26/01/2012	12.9825
25/01/2012	13.079
24/01/2012	13.1345
23/01/2012	13.1407
20/01/2012	13.1818
19/01/2012	13.2416
18/01/2012	13.3
17/01/2012	13.414
16/01/2012	13.5465
13/01/2012	13.6105
12/01/2012	13.574
11/01/2012	13.6372
10/01/2012	13.63
09/01/2012	13.7174
06/01/2012	13.7021
05/01/2012	13.7317
04/01/2012	13.6881
03/01/2012	13.6696
02/01/2012	13.929
30/12/2011	13.9725
29/12/2011	14.0194
28/12/2011	13.9768
27/12/2011	14.02
26/12/2011	13.8725
23/12/2011	13.8339
22/12/2011	13.8277
21/12/2011	13.851
20/12/2011	13.789
19/12/2011	13.8499
16/12/2011	13.88
15/12/2011	13.89
14/12/2011	13.9055
13/12/2011	13.79
09/12/2011	13.5996
08/12/2011	13.6751
07/12/2011	13.513
06/12/2011	13.5063
05/12/2011	13.5248
02/12/2011	13.5367
01/12/2011	13.6365
30/11/2011	13.667
29/11/2011	13.955
28/11/2011	14.0375
25/11/2011	14.2699
24/11/2011	14.2
23/11/2011	14.174
22/11/2011	13.9399
18/11/2011	13.7406
17/11/2011	13.715
16/11/2011	13.569
15/11/2011	13.5692
14/11/2011	13.5309
11/11/2011	13.51
10/11/2011	13.5625
09/11/2011	13.6749
08/11/2011	13.3587
07/11/2011	13.4378
04/11/2011	13.5011
03/11/2011	13.4029
01/11/2011	13.5937
31/10/2011	13.2988
28/10/2011	13.038
27/10/2011	13.1429
26/10/2011	13.42
25/10/2011	13.4999
24/10/2011	13.4068
21/10/2011	13.695
20/10/2011	13.695
19/10/2011	13.456
18/10/2011	13.4195
17/10/2011	13.4266
14/10/2011	13.2624
13/10/2011	13.3601
12/10/2011	13.2127
11/10/2011	13.3429
10/10/2011	13.278
07/10/2011	13.4305
06/10/2011	13.4591
05/10/2011	13.5018
04/10/2011	13.984
03/10/2011	13.9675
30/09/2011	13.8835
29/09/2011	13.594
28/09/2011	13.5635
27/09/2011	13.3528
26/09/2011	13.7193
23/09/2011	13.6881
22/09/2011	13.84
21/09/2011	13.402
20/09/2011	13.1825
19/09/2011	13.1621
15/09/2011	12.9385
14/09/2011	12.9391
13/09/2011	12.8544
12/09/2011	12.9698
09/09/2011	12.6464
08/09/2011	12.515
07/09/2011	12.463
06/09/2011	12.4839
05/09/2011	12.519
02/09/2011	12.433
01/09/2011	12.2809
31/08/2011	12.344
30/08/2011	12.4805
29/08/2011	12.4369
26/08/2011	12.4825
25/08/2011	12.4441
24/08/2011	12.4656
23/08/2011	12.338
22/08/2011	12.3455
19/08/2011	12.2854
18/08/2011	12.308
17/08/2011	12.175
16/08/2011	12.2539
15/08/2011	12.2097
12/08/2011	12.282
11/08/2011	12.3678
10/08/2011	12.26
09/08/2011	12.3479
08/08/2011	12.3361
05/08/2011	11.991
04/08/2011	12.01
03/08/2011	11.8385
02/08/2011	11.78
01/08/2011	11.7425
29/07/2011	11.7269
28/07/2011	11.7172
27/07/2011	11.6715
26/07/2011	11.6012
25/07/2011	11.6315
22/07/2011	11.632
21/07/2011	11.614
20/07/2011	11.649
19/07/2011	11.688
18/07/2011	11.758
15/07/2011	11.7425
14/07/2011	11.7298
13/07/2011	11.694
12/07/2011	11.7606
11/07/2011	11.7655
08/07/2011	11.6245
07/07/2011	11.5615
06/07/2011	11.632
05/07/2011	11.648
04/07/2011	11.5985
01/07/2011	11.6215
30/06/2011	11.71
29/06/2011	11.7725
28/06/2011	11.8328
27/06/2011	11.8949
24/06/2011	11.8943
23/06/2011	11.8959
22/06/2011	11.7585
21/06/2011	11.8
20/06/2011	11.8765
17/06/2011	11.9043
16/06/2011	11.9825
15/06/2011	11.935
14/06/2011	11.783
13/06/2011	11.8639
10/06/2011	11.865
09/06/2011	11.7795
08/06/2011	11.831
07/06/2011	11.721
06/06/2011	11.7085
03/06/2011	11.635
02/06/2011	11.6515
01/06/2011	11.655
31/05/2011	11.5682
30/05/2011	11.617
27/05/2011	11.617
26/05/2011	11.672
25/05/2011	11.683
24/05/2011	11.677
23/05/2011	11.7306
20/05/2011	11.617
19/05/2011	11.636
18/05/2011	11.733
17/05/2011	11.7455
16/05/2011	11.737
13/05/2011	11.725
12/05/2011	11.65
11/05/2011	11.675
10/05/2011	11.589
09/05/2011	11.6285
06/05/2011	11.6435
05/05/2011	11.6973
04/05/2011	11.6088
03/05/2011	11.5739
02/05/2011	11.4995
29/04/2011	11.5038
28/04/2011	11.563
27/04/2011	11.56
26/04/2011	11.5735
25/04/2011	11.6115
20/04/2011	11.6245
19/04/2011	11.6825
18/04/2011	11.7465
15/04/2011	11.6747
14/04/2011	11.7254
13/04/2011	11.7881
12/04/2011	11.8129
11/04/2011	11.7374
08/04/2011	11.735
07/04/2011	11.7865
06/04/2011	11.7935
05/04/2011	11.8175
04/04/2011	11.8622
01/04/2011	11.836
31/03/2011	11.8903
30/03/2011	11.9247
29/03/2011	11.9606
28/03/2011	11.958
25/03/2011	11.98
24/03/2011	11.9385
23/03/2011	11.9845
22/03/2011	11.9819
18/03/2011	12.0605
17/03/2011	12.1145
16/03/2011	12.153
15/03/2011	11.979
14/03/2011	11.8925
11/03/2011	11.9172
10/03/2011	11.9718
09/03/2011	11.933
08/03/2011	12.0117
07/03/2011	12.054
04/03/2011	12.0012
03/03/2011	12.0064
02/03/2011	12.097
01/03/2011	12.1302
28/02/2011	12.105
25/02/2011	12.1145
24/02/2011	12.145
23/02/2011	12.1999
22/02/2011	12.1268
21/02/2011	12.067
18/02/2011	12.0277
17/02/2011	12.02
16/02/2011	12.0925
15/02/2011	12.1551
14/02/2011	12.04
11/02/2011	12.0395
10/02/2011	12.081
09/02/2011	12.05
08/02/2011	12.016
04/02/2011	11.9885
03/02/2011	12.0199
02/02/2011	12.03
01/02/2011	12.0049
31/01/2011	12.1591
28/01/2011	12.1749
27/01/2011	12.0345
26/01/2011	12.0498
25/01/2011	12.101
24/01/2011	12.0411
21/01/2011	12.079
20/01/2011	12.0572
19/01/2011	12.0817
18/01/2011	12.0335
17/01/2011	12.014
14/01/2011	12.036
13/01/2011	12.1165
12/01/2011	12.082
11/01/2011	12.1889
10/01/2011	12.2335
07/01/2011	12.25
06/01/2011	12.232
05/01/2011	12.2275
04/01/2011	12.232
03/01/2011	12.2475
31/12/2010	12.365
30/12/2010	12.398
29/12/2010	12.3725
28/12/2010	12.3898
27/12/2010	12.3645
24/12/2010	12.358
23/12/2010	12.358
22/12/2010	12.3166
21/12/2010	12.385
20/12/2010	12.4137
17/12/2010	12.424
16/12/2010	12.4235
15/12/2010	12.4725
14/12/2010	12.358
13/12/2010	12.3857
10/12/2010	12.47
09/12/2010	12.4642
08/12/2010	12.4376
07/12/2010	12.469
06/12/2010	12.3815
03/12/2010	12.374
02/12/2010	12.329
01/12/2010	12.398
30/11/2010	12.461
29/11/2010	12.5108
26/11/2010	12.488
25/11/2010	12.395
24/11/2010	12.3746
23/11/2010	12.4825
22/11/2010	12.321
19/11/2010	12.2769
18/11/2010	12.286
17/11/2010	12.3625
16/11/2010	12.4368
12/11/2010	12.3327
11/11/2010	12.2577
10/11/2010	12.23
09/11/2010	12.2569
08/11/2010	12.2316
05/11/2010	12.204
04/11/2010	12.229
03/11/2010	12.2575
01/11/2010	12.351
29/10/2010	12.366
28/10/2010	12.402
27/10/2010	12.4839
26/10/2010	12.4099
25/10/2010	12.333
22/10/2010	12.373
21/10/2010	12.4153
20/10/2010	12.4063
19/10/2010	12.54
18/10/2010	12.377
15/10/2010	12.435
14/10/2010	12.45
13/10/2010	12.3505
12/10/2010	12.4109
11/10/2010	12.4439
08/10/2010	12.4271
07/10/2010	12.5575
06/10/2010	12.4873
05/10/2010	12.49
04/10/2010	12.5993
01/10/2010	12.563
30/09/2010	12.625
29/09/2010	12.528
28/09/2010	12.505
27/09/2010	12.5308
24/09/2010	12.5535
23/09/2010	12.619
22/09/2010	12.6565
21/09/2010	12.747
20/09/2010	12.7717
15/09/2010	12.804
14/09/2010	12.8293
13/09/2010	12.8798
10/09/2010	12.9243
09/09/2010	13.0424
08/09/2010	13.0227
07/09/2010	13.0407
06/09/2010	12.9495
03/09/2010	12.9573
02/09/2010	13.055
01/09/2010	13.084
31/08/2010	13.234
30/08/2010	13.1321
27/08/2010	13.029
26/08/2010	13.061
25/08/2010	12.9938
24/08/2010	12.96
23/08/2010	12.8577
20/08/2010	12.789
19/08/2010	12.719
18/08/2010	12.619
17/08/2010	12.602
16/08/2010	12.669
13/08/2010	12.7188
12/08/2010	12.739
11/08/2010	12.726
10/08/2010	12.626
09/08/2010	12.6198
06/08/2010	12.7331
05/08/2010	12.5696
04/08/2010	12.5382
03/08/2010	12.5874
02/08/2010	12.5675
30/07/2010	12.66
29/07/2010	12.7045
28/07/2010	12.687
27/07/2010	12.6845
26/07/2010	12.6915
23/07/2010	12.7429
22/07/2010	12.7394
21/07/2010	12.862
20/07/2010	12.8046
19/07/2010	12.895
16/07/2010	12.934
15/07/2010	12.79
14/07/2010	12.7334
13/07/2010	12.705
12/07/2010	12.827
09/07/2010	12.766
08/07/2010	12.825
07/07/2010	12.844
06/07/2010	12.982
05/07/2010	13.095
02/07/2010	13.11
01/07/2010	13.0135
30/06/2010	12.89
29/06/2010	12.8525
28/06/2010	12.7
25/06/2010	12.6585
24/06/2010	12.6875
23/06/2010	12.6405
22/06/2010	12.55
21/06/2010	12.4895
18/06/2010	12.5285
17/06/2010	12.5891
16/06/2010	12.577
15/06/2010	12.578
14/06/2010	12.696
11/06/2010	12.7058
10/06/2010	12.7475
09/06/2010	12.839
08/06/2010	12.92
07/06/2010	12.91
04/06/2010	12.968
03/06/2010	12.808
02/06/2010	12.829
01/06/2010	12.9
31/05/2010	12.93
28/05/2010	12.9465
27/05/2010	12.8149
26/05/2010	13
25/05/2010	13.13
24/05/2010	12.9096
21/05/2010	13.021
20/05/2010	13.006
19/05/2010	12.88
18/05/2010	12.715
17/05/2010	12.6855
14/05/2010	12.5745
13/05/2010	12.361
12/05/2010	12.3695
11/05/2010	12.485
10/05/2010	12.4965
07/05/2010	12.97
06/05/2010	13.133
05/05/2010	12.69
04/05/2010	12.48
03/05/2010	12.24
30/04/2010	12.287
29/04/2010	12.174
28/04/2010	12.357
27/04/2010	12.319
26/04/2010	12.1332
23/04/2010	12.19
22/04/2010	12.2169
21/04/2010	12.18
20/04/2010	12.2267
19/04/2010	12.2675
16/04/2010	12.284
15/04/2010	12.179
14/04/2010	12.185
13/04/2010	12.1865
12/04/2010	12.166
09/04/2010	12.195
08/04/2010	12.2245
07/04/2010	12.259
06/04/2010	12.22
05/04/2010	12.2685
31/03/2010	12.357
30/03/2010	12.4
29/03/2010	12.438
26/03/2010	12.53
25/03/2010	12.523
24/03/2010	12.581
23/03/2010	12.4925
22/03/2010	12.5485
19/03/2010	12.569
18/03/2010	12.505
17/03/2010	12.45
16/03/2010	12.5285
12/03/2010	12.54
11/03/2010	12.5945
10/03/2010	12.61
09/03/2010	12.6315
08/03/2010	12.667
05/03/2010	12.664
04/03/2010	12.707
03/03/2010	12.707
02/03/2010	12.743
01/03/2010	12.741
26/02/2010	12.779
25/02/2010	12.8275
24/02/2010	12.8497
23/02/2010	12.899
22/02/2010	12.8115
19/02/2010	12.8125
18/02/2010	12.824
17/02/2010	12.882
16/02/2010	12.858
15/02/2010	12.94
12/02/2010	12.9315
11/02/2010	12.961
10/02/2010	13.081
09/02/2010	13.081
08/02/2010	13.184
05/02/2010	13.21
04/02/2010	13.0935
03/02/2010	12.965
02/02/2010	12.86
29/01/2010	13.03
28/01/2010	13.0495
27/01/2010	13
26/01/2010	12.834
25/01/2010	12.863
22/01/2010	12.926
21/01/2010	12.895
20/01/2010	12.765
19/01/2010	12.652
18/01/2010	12.669
15/01/2010	12.709
14/01/2010	12.718
13/01/2010	12.727
12/01/2010	12.7625
11/01/2010	12.75
08/01/2010	12.717
07/01/2010	12.758
06/01/2010	12.739
05/01/2010	12.837
04/01/2010	12.891
31/12/2009	13.082
30/12/2009	13.0488
29/12/2009	13.032
28/12/2009	12.9875
24/12/2009	12.899
23/12/2009	12.925
22/12/2009	12.879
21/12/2009	12.92
18/12/2009	12.8675
17/12/2009	12.876
16/12/2009	12.7245
15/12/2009	12.668
14/12/2009	12.7455
11/12/2009	12.8667
10/12/2009	12.948
09/12/2009	12.925
08/12/2009	12.9287
07/12/2009	12.664
04/12/2009	12.683
03/12/2009	12.573
02/12/2009	12.75
01/12/2009	12.861
30/11/2009	12.9695
27/11/2009	12.94
26/11/2009	13.007
25/11/2009	12.847
24/11/2009	12.905
23/11/2009	12.97
20/11/2009	13.062
19/11/2009	13.053
18/11/2009	13.0106
17/11/2009	13.058
13/11/2009	13.068
12/11/2009	13.184
11/11/2009	13.148
10/11/2009	13.245
09/11/2009	13.256
06/11/2009	13.3873
05/11/2009	13.32
04/11/2009	13.3175
03/11/2009	13.259
30/10/2009	13.227
29/10/2009	13.06
28/10/2009	13.2925
27/10/2009	13.2425
26/10/2009	13.2852
23/10/2009	13.07
22/10/2009	12.92
21/10/2009	12.937
20/10/2009	13
19/10/2009	12.9943
16/10/2009	13.105
15/10/2009	13.086
14/10/2009	13.075
13/10/2009	13.176
12/10/2009	13.243
09/10/2009	13.298
08/10/2009	13.27
07/10/2009	13.396
06/10/2009	13.5165
05/10/2009	13.62
02/10/2009	13.635
01/10/2009	13.694
30/09/2009	13.5035
29/09/2009	13.54
28/09/2009	13.526
25/09/2009	13.575
24/09/2009	13.533
23/09/2009	13.305
22/09/2009	13.33
21/09/2009	13.4075
18/09/2009	13.246
17/09/2009	13.2501
15/09/2009	13.2945
14/09/2009	13.3595
11/09/2009	13.375
10/09/2009	13.3875
09/09/2009	13.438
08/09/2009	13.3094
07/09/2009	13.365
04/09/2009	13.399
03/09/2009	13.635
02/09/2009	13.6
01/09/2009	13.617
31/08/2009	13.344
28/08/2009	13.2495
27/08/2009	13.197
26/08/2009	13.15
25/08/2009	12.96
24/08/2009	12.8965
21/08/2009	12.84
20/08/2009	12.895
19/08/2009	12.887
18/08/2009	12.95
17/08/2009	12.95
14/08/2009	12.894
13/08/2009	12.899
12/08/2009	13.02
11/08/2009	13.0075
10/08/2009	12.942
07/08/2009	12.957
06/08/2009	13.0455
05/08/2009	13.0385
04/08/2009	13.138
03/08/2009	13.13
31/07/2009	13.2025
30/07/2009	13.24
29/07/2009	13.289
28/07/2009	13.2645
27/07/2009	13.292
24/07/2009	13.228
23/07/2009	13.21
22/07/2009	13.235
21/07/2009	13.3575
20/07/2009	13.2825
17/07/2009	13.339
16/07/2009	13.6099
15/07/2009	13.5675
14/07/2009	13.835
13/07/2009	13.7608
10/07/2009	13.689
09/07/2009	13.555
08/07/2009	13.6
07/07/2009	13.36
06/07/2009	13.25
03/07/2009	13.235
02/07/2009	13.22
01/07/2009	13.1185
30/06/2009	13.1695
29/06/2009	13.171
26/06/2009	13.23
25/06/2009	13.235
24/06/2009	13.295
23/06/2009	13.3399
22/06/2009	13.345
19/06/2009	13.385
18/06/2009	13.3885
17/06/2009	13.3625
16/06/2009	13.43
15/06/2009	13.45
12/06/2009	13.415
11/06/2009	13.355
10/06/2009	13.6045
09/06/2009	13.58
08/06/2009	13.451
05/06/2009	13.29
04/06/2009	13.225
03/06/2009	13.35
02/06/2009	13.275
01/06/2009	13.175
29/05/2009	13.175
28/05/2009	13.25
27/05/2009	13.215
26/05/2009	13.202
25/05/2009	13.13
22/05/2009	13.157
21/05/2009	13.07
20/05/2009	12.934
19/05/2009	12.9435
18/05/2009	13.118
15/05/2009	13.244
14/05/2009	13.2245
13/05/2009	13.33
12/05/2009	13.264
11/05/2009	13.1445
08/05/2009	13.079
07/05/2009	13.1915
06/05/2009	13.135
05/05/2009	13.272
04/05/2009	13.3
30/04/2009	13.8435
29/04/2009	13.605
28/04/2009	13.835
27/04/2009	13.915
24/04/2009	13.284
23/04/2009	13.2
22/04/2009	13.177
21/04/2009	13.19
20/04/2009	13.392
17/04/2009	13.108
16/04/2009	13.125
15/04/2009	13.1493
14/04/2009	13.159
13/04/2009	13.1135
08/04/2009	13.38
07/04/2009	13.483
06/04/2009	13.615
03/04/2009	13.5675
02/04/2009	13.742
01/04/2009	13.9325
31/03/2009	14.21
30/03/2009	14.3425
27/03/2009	14.311
26/03/2009	14.172
25/03/2009	14.275
24/03/2009	14.36
23/03/2009	14.3
20/03/2009	14.1945
19/03/2009	14.269
18/03/2009	13.915
17/03/2009	14.04
13/03/2009	14.512
12/03/2009	14.74
11/03/2009	15.09
10/03/2009	15.27
09/03/2009	15.49
06/03/2009	15.23
05/03/2009	15.345
04/03/2009	15.2
03/03/2009	15.3385
02/03/2009	15.43
27/02/2009	15.099
26/02/2009	14.93
25/02/2009	14.89
24/02/2009	14.838
23/02/2009	14.9225
20/02/2009	14.8
19/02/2009	14.619
18/02/2009	14.644
17/02/2009	14.67
16/02/2009	14.51
13/02/2009	14.43
12/02/2009	14.59
11/02/2009	14.545
10/02/2009	14.4825
09/02/2009	14.197
06/02/2009	14.21
05/02/2009	14.265
04/02/2009	14.47
03/02/2009	14.58
30/01/2009	14.279
29/01/2009	14.175
28/01/2009	14.08
27/01/2009	14.217
26/01/2009	14.11
23/01/2009	14.035
22/01/2009	13.965
21/01/2009	13.885
20/01/2009	14.03
19/01/2009	13.92
16/01/2009	13.905
15/01/2009	13.98
14/01/2009	14.111
13/01/2009	13.865
12/01/2009	13.785
09/01/2009	13.643
08/01/2009	13.645
07/01/2009	13.4375
06/01/2009	13.355
05/01/2009	13.495
02/01/2009	13.77
31/12/2008	13.815
30/12/2008	13.835
29/12/2008	13.62
26/12/2008	13.425
24/12/2008	13.3
23/12/2008	13.3
22/12/2008	13.1775
19/12/2008	13.11
18/12/2008	13.17
17/12/2008	13.13
16/12/2008	13.179
15/12/2008	13.3155
11/12/2008	13.1925
10/12/2008	13.4715
09/12/2008	13.582
08/12/2008	13.44
05/12/2008	13.715
04/12/2008	13.534
03/12/2008	13.654
02/12/2008	13.575
01/12/2008	13.59
28/11/2008	13.42
27/11/2008	13.185
26/11/2008	13.195
25/11/2008	13.2745
24/11/2008	13.47
21/11/2008	13.835
20/11/2008	13.8
19/11/2008	13.2
18/11/2008	13.1675
14/11/2008	12.94
13/11/2008	13.119
12/11/2008	13.04
11/11/2008	12.9425
10/11/2008	12.82
07/11/2008	12.76
06/11/2008	13.07
05/11/2008	12.649
04/11/2008	12.54
03/11/2008	12.855
31/10/2008	12.86
30/10/2008	12.64
29/10/2008	12.96
28/10/2008	13.025
27/10/2008	13.425
24/10/2008	13.5
23/10/2008	13.7
22/10/2008	13.6
21/10/2008	13.065
20/10/2008	12.95
17/10/2008	12.779
16/10/2008	13.06
15/10/2008	12.74
14/10/2008	12.5
13/10/2008	12.402
10/10/2008	13.12
09/10/2008	12.544
08/10/2008	12.25
07/10/2008	12.145
06/10/2008	11.98
03/10/2008	11.21
02/10/2008	11.178
01/10/2008	10.9775
30/09/2008	10.949
29/09/2008	11.035
26/09/2008	10.8
25/09/2008	10.728
24/09/2008	10.833
23/09/2008	10.75
22/09/2008	10.597
19/09/2008	10.639
18/09/2008	10.888
17/09/2008	10.8425
15/09/2008	10.67
12/09/2008	10.595
11/09/2008	10.644
10/09/2008	10.6045
09/09/2008	10.5285
08/09/2008	10.4975
05/09/2008	10.48
04/09/2008	10.518
03/09/2008	10.415
02/09/2008	10.3755
01/09/2008	10.3445
29/08/2008	10.2875
28/08/2008	10.24
27/08/2008	10.1435
26/08/2008	10.168
25/08/2008	10.135
22/08/2008	10.144
21/08/2008	10.094
20/08/2008	10.1375
19/08/2008	10.1575
18/08/2008	10.169
15/08/2008	10.1835
14/08/2008	10.169
13/08/2008	10.166
12/08/2008	10.1635
11/08/2008	10.163
08/08/2008	10.1445
07/08/2008	9.9875
06/08/2008	9.9295
05/08/2008	9.905
04/08/2008	9.8745
01/08/2008	9.963
31/07/2008	10.044
30/07/2008	10.034
29/07/2008	10.055
28/07/2008	10.0645
25/07/2008	10.11
24/07/2008	10.0115
23/07/2008	10.007
22/07/2008	10.073
21/07/2008	10.145
18/07/2008	10.1815
17/07/2008	10.219
16/07/2008	10.2485
15/07/2008	10.2935
14/07/2008	10.2925
11/07/2008	10.302
10/07/2008	10.309
09/07/2008	10.304
08/07/2008	10.338
07/07/2008	10.349
04/07/2008	10.3335
03/07/2008	10.355
02/07/2008	10.368
01/07/2008	10.38
30/06/2008	10.307
27/06/2008	10.2995
26/06/2008	10.292
25/06/2008	10.286
24/06/2008	10.2915
23/06/2008	10.3195
20/06/2008	10.275
19/06/2008	10.3115
18/06/2008	10.311
17/06/2008	10.306
16/06/2008	10.322
13/06/2008	10.365
12/06/2008	10.365
11/06/2008	10.43
10/06/2008	10.435
09/06/2008	10.355
06/06/2008	10.375
05/06/2008	10.3105
04/06/2008	10.3165
03/06/2008	10.313
02/06/2008	10.3535
30/05/2008	10.331
29/05/2008	10.308
28/05/2008	10.34
27/05/2008	10.3975
26/05/2008	10.401
23/05/2008	10.392
22/05/2008	10.364
21/05/2008	10.369
20/05/2008	10.403
19/05/2008	10.3755
16/05/2008	10.415
15/05/2008	10.476
14/05/2008	10.487
13/05/2008	10.477
12/05/2008	10.4815
09/05/2008	10.5755
08/05/2008	10.5715
07/05/2008	10.546
06/05/2008	10.4995
05/05/2008	10.479
02/05/2008	10.4635
30/04/2008	10.5145
29/04/2008	10.5425
28/04/2008	10.463
25/04/2008	10.4645
24/04/2008	10.4425
23/04/2008	10.476
22/04/2008	10.4985
21/04/2008	10.5389
18/04/2008	10.4665
17/04/2008	10.484
16/04/2008	10.463
15/04/2008	10.466
14/04/2008	10.487
11/04/2008	10.536
10/04/2008	10.539
09/04/2008	10.5745
08/04/2008	10.5675
07/04/2008	10.5425
04/04/2008	10.568
03/04/2008	10.5595
02/04/2008	10.5766
01/04/2008	10.595
31/03/2008	10.642
28/03/2008	10.6955
27/03/2008	10.696
26/03/2008	10.6965
25/03/2008	10.685
24/03/2008	10.6965
19/03/2008	10.718
18/03/2008	10.679
14/03/2008	10.754
13/03/2008	10.7525
12/03/2008	10.7655
11/03/2008	10.7725
10/03/2008	10.849
07/03/2008	10.835
06/03/2008	10.823
05/03/2008	10.704
04/03/2008	10.727
03/03/2008	10.7065
29/02/2008	10.716
28/02/2008	10.668
27/02/2008	10.7395
26/02/2008	10.7325
25/02/2008	10.7823
22/02/2008	10.779
21/02/2008	10.793
20/02/2008	10.788
19/02/2008	10.76
18/02/2008	10.7345
15/02/2008	10.758
14/02/2008	10.7525
13/02/2008	10.742
12/02/2008	10.7585
11/02/2008	10.762
08/02/2008	10.761
07/02/2008	10.78
06/02/2008	10.8225
05/02/2008	10.8365
01/02/2008	10.814
31/01/2008	10.832
30/01/2008	10.8195
29/01/2008	10.8455
28/01/2008	10.867
25/01/2008	10.894
24/01/2008	10.898
23/01/2008	10.941
22/01/2008	10.927
21/01/2008	11.011
18/01/2008	10.9175
17/01/2008	10.95
16/01/2008	10.93
15/01/2008	10.925
14/01/2008	10.9025
11/01/2008	10.9415
10/01/2008	10.9295
09/01/2008	10.9675
08/01/2008	10.89
07/01/2008	10.911
04/01/2008	10.9365
03/01/2008	10.877
02/01/2008	10.907
31/12/2007	10.9195
28/12/2007	10.9025
27/12/2007	10.876
26/12/2007	10.818
24/12/2007	10.82
21/12/2007	10.825
20/12/2007	10.8375
19/12/2007	10.843
18/12/2007	10.851
17/12/2007	10.859
14/12/2007	10.8195
13/12/2007	10.8295
11/12/2007	10.834
10/12/2007	10.816
07/12/2007	10.8195
06/12/2007	10.8235
05/12/2007	10.8675
04/12/2007	10.89
03/12/2007	10.9115
30/11/2007	10.907
29/11/2007	10.9195
28/11/2007	10.925
27/11/2007	10.9735
26/11/2007	10.9955
23/11/2007	10.975
22/11/2007	10.972
21/11/2007	10.984
20/11/2007	10.99
16/11/2007	10.932
15/11/2007	10.9235
14/11/2007	10.8845
13/11/2007	10.8765
12/11/2007	10.9175
09/11/2007	10.871
08/11/2007	10.8315
07/11/2007	10.7525
06/11/2007	10.7065
05/11/2007	10.737
01/11/2007	10.6925
31/10/2007	10.685
30/10/2007	10.728
29/10/2007	10.7105
26/10/2007	10.734
25/10/2007	10.829
24/10/2007	10.842
23/10/2007	10.8215
22/10/2007	10.836
19/10/2007	10.8075
18/10/2007	10.793
17/10/2007	10.834
16/10/2007	10.83
15/10/2007	10.8275
12/10/2007	10.8115
11/10/2007	10.8285
10/10/2007	10.84
09/10/2007	10.8225
08/10/2007	10.847
05/10/2007	10.846
04/10/2007	10.8895
03/10/2007	10.8975
02/10/2007	10.8985
01/10/2007	10.8995
28/09/2007	10.926
27/09/2007	10.916
26/09/2007	10.932
25/09/2007	10.933
24/09/2007	10.951
21/09/2007	10.961
20/09/2007	10.98
19/09/2007	10.981
18/09/2007	11.054
17/09/2007	11.138
14/09/2007	11.124
13/09/2007	11.0955
12/09/2007	11.09
11/09/2007	11.0785
10/09/2007	11.1415
07/09/2007	11.139
06/09/2007	11.0625
05/09/2007	11.095
04/09/2007	11.032
03/09/2007	11.029
31/08/2007	11.034
30/08/2007	11.093
29/08/2007	11.1025
28/08/2007	11.1045
27/08/2007	11.039
24/08/2007	11.03
23/08/2007	11.0695
22/08/2007	11.076
21/08/2007	11.123
20/08/2007	11.1265
17/08/2007	11.0905
16/08/2007	11.239
15/08/2007	11.1325
14/08/2007	11.0725
13/08/2007	11.0095
10/08/2007	11.0115
09/08/2007	10.992
08/08/2007	10.922
07/08/2007	10.983
06/08/2007	10.97
03/08/2007	10.987
02/08/2007	10.9565
01/08/2007	10.985
31/07/2007	10.9445
30/07/2007	10.95
27/07/2007	10.96
26/07/2007	10.991
25/07/2007	10.869
24/07/2007	10.808
23/07/2007	10.767
20/07/2007	10.779
19/07/2007	10.747
18/07/2007	10.752
17/07/2007	10.732
16/07/2007	10.7805
13/07/2007	10.767
12/07/2007	10.7745
11/07/2007	10.8195
10/07/2007	10.803
09/07/2007	10.7625
06/07/2007	10.773
05/07/2007	10.806
04/07/2007	10.77
03/07/2007	10.764
02/07/2007	10.762
29/06/2007	10.811
28/06/2007	10.799
27/06/2007	10.832
26/06/2007	10.8515
25/06/2007	10.83
22/06/2007	10.835
21/06/2007	10.793
20/06/2007	10.808
19/06/2007	10.738
18/06/2007	10.766
15/06/2007	10.765
14/06/2007	10.887
13/06/2007	10.934
12/06/2007	10.9325
11/06/2007	10.905
08/06/2007	10.9225
07/06/2007	10.93
06/06/2007	10.868
05/06/2007	10.8045
04/06/2007	10.757
01/06/2007	10.7165
31/05/2007	10.748
30/05/2007	10.7895
29/05/2007	10.8225
28/05/2007	10.785
25/05/2007	10.791
24/05/2007	10.845
23/05/2007	10.8
22/05/2007	10.774
21/05/2007	10.774
18/05/2007	10.799
17/05/2007	10.799
16/05/2007	10.783
15/05/2007	10.7955
14/05/2007	10.81
11/05/2007	10.8105
10/05/2007	10.834
09/05/2007	10.816
08/05/2007	10.843
07/05/2007	10.8425
04/05/2007	10.891
03/05/2007	10.909
02/05/2007	10.9195
30/04/2007	10.923
27/04/2007	10.914
26/04/2007	10.924
25/04/2007	10.9325
24/04/2007	11
23/04/2007	10.9795
20/04/2007	10.984
19/04/2007	10.995
18/04/2007	10.9875
17/04/2007	10.996
16/04/2007	10.9875
